date,lower_95,lower_90,lower_80,lower_50,median,predicted,upper_50,upper_80,upper_90,upper_95
2021-01-03,0.0,0.4016890525817871,1.3149468898773193,2.84096097946167,4.536473274230957,4.536473274230957,6.231985569000244,7.757999658584595,8.671257495880127,9.463372707366943
2021-01-10,0.0,0.35877132415771484,1.272029161453247,2.7980432510375977,4.493555545806885,4.493555545806885,6.189067840576172,7.7150819301605225,8.628339767456055,9.420454978942871
2021-01-17,0.11344480514526367,0.9055600166320801,1.8188178539276123,3.344831943511963,5.04034423828125,5.04034423828125,6.735856533050537,8.261870622634888,9.17512845993042,9.967243671417236
2021-01-24,0.0,0.7144045829772949,1.6276624202728271,3.1536765098571777,4.849188804626465,4.849188804626465,6.544701099395752,8.070715188980103,8.983973026275635,9.776088237762451
2021-01-31,0.0,0.49082183837890625,1.4040796756744385,2.930093765258789,4.625606060028076,4.625606060028076,6.321118354797363,7.847132444381714,8.760390281677246,9.552505493164062
2021-02-07,0.513117790222168,1.3052330017089844,2.2184908390045166,3.744504928588867,5.440017223358154,5.440017223358154,7.135529518127441,8.661543607711792,9.574801445007324,10.36691665649414
2021-02-14,0.0,0.18265771865844727,1.0959155559539795,2.62192964553833,4.317441940307617,4.317441940307617,6.012954235076904,7.538968324661255,8.452226161956787,9.244341373443604
2021-02-21,0.0,0.0,0.4523758888244629,1.9783899784088135,3.6739022731781006,3.6739022731781006,5.369414567947388,6.895428657531738,7.8086864948272705,8.600801706314087
2021-02-28,0.0,0.2752571105957031,1.1885149478912354,2.714529037475586,4.410041332244873,4.410041332244873,6.10555362701416,7.631567716598511,8.544825553894043,9.33694076538086
2021-03-07,0.0,0.0,0.19954466819763184,1.7255587577819824,3.4210710525512695,3.4210710525512695,5.116583347320557,6.642597436904907,7.5558552742004395,8.347970485687256
2021-03-14,0.0,0.5818347930908203,1.4950926303863525,3.021106719970703,4.71661901473999,4.71661901473999,6.412131309509277,7.938145399093628,8.85140323638916,9.643518447875977
2021-03-21,0.0,0.0,0.5448410511016846,2.070855140686035,3.7663674354553223,3.7663674354553223,5.461879730224609,6.98789381980896,7.901151657104492,8.693266868591309
2021-03-28,0.0,0.16175317764282227,1.0750110149383545,2.601025104522705,4.296537399291992,4.296537399291992,5.992049694061279,7.51806378364563,8.431321620941162,9.223436832427979
2021-04-04,0.0,0.5420198440551758,1.455277681350708,2.9812917709350586,4.676804065704346,4.676804065704346,6.372316360473633,7.898330450057983,8.811588287353516,9.603703498840332
2021-04-11,0.21167421340942383,1.0037894248962402,1.9170472621917725,3.443061351776123,5.13857364654541,5.13857364654541,6.834085941314697,8.360100030899048,9.27335786819458,10.065473079681396
2021-04-18,1.7833561897277832,2.5754714012145996,3.488729238510132,5.014743328094482,6.7102556228637695,6.7102556228637695,8.405767917633057,9.931782007217407,10.84503984451294,11.637155055999756
2021-04-25,0.4435853958129883,1.2357006072998047,2.148958444595337,3.6749725341796875,5.370484828948975,5.370484828948975,7.065997123718262,8.592011213302612,9.505269050598145,10.297384262084961
2021-05-02,1.864976406097412,2.6570916175842285,3.5703494548797607,5.096363544464111,6.791875839233398,6.791875839233398,8.487388134002686,10.013402223587036,10.926660060882568,11.718775272369385
