date,lower_95,lower_90,lower_80,lower_50,median,predicted,upper_50,upper_80,upper_90,upper_95
2021-01-03,0.0,0.0,0.0,1.0777969360351562,69.27172088623047,69.27172088623047,137.46564483642578,198.8423080444336,235.57376861572266,267.4328384399414
2021-01-10,0.0,0.0,0.0,4.6745758056640625,72.86849975585938,72.86849975585938,141.0624237060547,202.4390869140625,239.17054748535156,271.0296173095703
2021-01-17,0.0,0.0,0.0,0.49625396728515625,68.69017791748047,68.69017791748047,136.88410186767578,198.2607650756836,234.99222564697266,266.8512954711914
2021-01-24,0.0,0.0,0.0,4.5728302001953125,72.76675415039062,72.76675415039062,140.96067810058594,202.33734130859375,239.0688018798828,270.92787170410156
2021-01-31,0.0,0.0,0.0,39.24401092529297,107.43793487548828,107.43793487548828,175.6318588256836,237.0085220336914,273.73998260498047,305.5990524291992
2021-02-07,0.0,0.0,7.4942169189453125,68.87088012695312,137.06480407714844,137.06480407714844,205.25872802734375,266.63539123535156,303.3668518066406,335.2259216308594
2021-02-14,0.0,0.0,7.98712158203125,69.36378479003906,137.55770874023438,137.55770874023438,205.7516326904297,267.1282958984375,303.85975646972656,335.7188262939453
2021-02-21,0.0,0.0,0.0,51.684051513671875,119.87797546386719,119.87797546386719,188.0718994140625,249.4485626220703,286.1800231933594,318.0390930175781
2021-02-28,0.0,0.0,0.5745849609375,61.95124816894531,130.14517211914062,130.14517211914062,198.33909606933594,259.71575927734375,296.4472198486328,328.30628967285156
2021-03-07,0.0,0.0,0.0,57.693321228027344,125.88724517822266,125.88724517822266,194.08116912841797,255.45783233642578,292.18929290771484,324.0483627319336
2021-03-14,0.0,0.0,34.10218811035156,95.47885131835938,163.6727752685547,163.6727752685547,231.86669921875,293.2433624267578,329.9748229980469,361.8338928222656
2021-03-21,0.0,11.600830078125,48.33229064941406,109.70895385742188,177.9028778076172,177.9028778076172,246.0968017578125,307.4734649658203,344.2049255371094,376.0639953613281
2021-03-28,0.0,0.285797119140625,37.01725769042969,98.3939208984375,166.5878448486328,166.5878448486328,234.78176879882812,296.15843200683594,332.889892578125,364.74896240234375
2021-04-04,0.0,7.2056427001953125,43.937103271484375,105.31376647949219,173.5076904296875,173.5076904296875,241.7016143798828,303.0782775878906,339.8097381591797,371.66880798339844
2021-04-11,28.239181518554688,60.09825134277344,96.8297119140625,158.2063751220703,226.40029907226562,226.40029907226562,294.59422302246094,355.97088623046875,392.7023468017578,424.56141662597656
2021-04-18,27.155044555664062,59.01411437988281,95.74557495117188,157.1222381591797,225.316162109375,225.316162109375,293.5100860595703,354.8867492675781,391.6182098388672,423.47727966308594
2021-04-25,46.99652099609375,78.8555908203125,115.58705139160156,176.96371459960938,245.1576385498047,245.1576385498047,313.3515625,374.7282257080078,411.4596862792969,443.3187561035156
2021-05-02,61.60737609863281,93.46644592285156,130.19790649414062,191.57456970214844,259.76849365234375,259.76849365234375,327.96241760253906,389.3390808105469,426.07054138183594,457.9296112060547
2021-05-09,70.90507507324219,102.76414489746094,139.49560546875,200.8722686767578,269.0661926269531,269.0661926269531,337.26011657714844,398.63677978515625,435.3682403564453,467.22731018066406
2021-05-16,70.09968566894531,101.95875549316406,138.69021606445312,200.06687927246094,268.26080322265625,268.26080322265625,336.45472717285156,397.8313903808594,434.56285095214844,466.4219207763672
2021-05-23,95.56523132324219,127.42430114746094,164.15576171875,225.5324249267578,293.7263488769531,293.7263488769531,361.92027282714844,423.29693603515625,460.0283966064453,491.88746643066406
2021-05-30,120.55812072753906,152.4171905517578,189.14865112304688,250.5253143310547,318.71923828125,318.71923828125,386.9131622314453,448.2898254394531,485.0212860107422,516.8803558349609
2021-06-06,117.97135925292969,149.83042907714844,186.5618896484375,247.9385528564453,316.1324768066406,316.1324768066406,384.32640075683594,445.70306396484375,482.4345245361328,514.2935943603516
2021-06-13,133.27833557128906,165.1374053955078,201.86886596679688,263.2455291748047,331.439453125,331.439453125,399.6333770751953,461.0100402832031,497.7415008544922,529.6005706787109
2021-06-20,137.1696319580078,169.02870178222656,205.76016235351562,267.13682556152344,335.33074951171875,335.33074951171875,403.52467346191406,464.9013366699219,501.63279724121094,533.4918670654297
2021-06-27,143.6165313720703,175.47560119628906,212.20706176757812,273.58372497558594,341.77764892578125,341.77764892578125,409.97157287597656,471.3482360839844,508.07969665527344,539.9387664794922
2021-07-04,139.9822540283203,171.84132385253906,208.57278442382812,269.94944763183594,338.14337158203125,338.14337158203125,406.33729553222656,467.7139587402344,504.44541931152344,536.3044891357422
2021-07-11,142.6486358642578,174.50770568847656,211.23916625976562,272.61582946777344,340.80975341796875,340.80975341796875,409.00367736816406,470.3803405761719,507.11180114746094,538.9708709716797
2021-07-18,167.6902618408203,199.54933166503906,236.28079223632812,297.65745544433594,365.85137939453125,365.85137939453125,434.04530334472656,495.4219665527344,532.1534271240234,564.0124969482422
2021-07-25,111.62059020996094,143.4796600341797,180.21112060546875,241.58778381347656,309.7817077636719,309.7817077636719,377.9756317138672,439.352294921875,476.08375549316406,507.9428253173828
2021-08-01,97.84892272949219,129.70799255371094,166.439453125,227.8161163330078,296.0100402832031,296.0100402832031,364.20396423339844,425.58062744140625,462.3120880126953,494.17115783691406
2021-08-08,48.285736083984375,80.14480590820312,116.87626647949219,178.2529296875,246.4468536376953,246.4468536376953,314.6407775878906,376.01744079589844,412.7489013671875,444.60797119140625
2021-08-15,34.30253601074219,66.16160583496094,102.89306640625,164.2697296142578,232.46365356445312,232.46365356445312,300.65757751464844,362.03424072265625,398.7657012939453,430.62477111816406
2021-08-22,0.0,18.27301025390625,55.00447082519531,116.38113403320312,184.57505798339844,184.57505798339844,252.76898193359375,314.14564514160156,350.8771057128906,382.7361755371094
2021-08-29,0.0,0.0,28.79833984375,90.17500305175781,158.36892700195312,158.36892700195312,226.56285095214844,287.93951416015625,324.6709747314453,356.53004455566406
2021-09-05,0.0,0.0,24.154708862304688,85.5313720703125,153.7252960205078,153.7252960205078,221.91921997070312,283.29588317871094,320.02734375,351.88641357421875
2021-09-12,0.0,0.0,15.152053833007812,76.52871704101562,144.72264099121094,144.72264099121094,212.91656494140625,274.29322814941406,311.0246887207031,342.8837585449219
2021-09-19,0.0,0.0,0.0,44.40776824951172,112.60169219970703,112.60169219970703,180.79561614990234,242.17227935791016,278.9037399291992,310.76280975341797
2021-09-26,0.0,0.0,0.0,38.36572265625,106.55964660644531,106.55964660644531,174.75357055664062,236.13023376464844,272.8616943359375,304.72076416015625
2021-10-03,0.0,0.0,0.0,19.90447235107422,88.09839630126953,88.09839630126953,156.29232025146484,217.66898345947266,254.40044403076172,286.25951385498047
2021-10-10,0.0,0.0,0.0,14.269363403320312,82.46328735351562,82.46328735351562,150.65721130371094,212.03387451171875,248.7653350830078,280.62440490722656
2021-10-17,0.0,0.0,0.0,0.0,67.23715209960938,67.23715209960938,135.4310760498047,196.8077392578125,233.53919982910156,265.3982696533203
2021-10-24,0.0,0.0,0.0,0.0,58.38888168334961,58.38888168334961,126.58280563354492,187.95946884155273,224.6909294128418,256.54999923706055
2021-10-31,0.0,0.0,0.0,0.0,58.68722152709961,58.68722152709961,126.88114547729492,188.25780868530273,224.9892692565918,256.84833908081055
2021-11-07,0.0,0.0,0.0,0.0,62.24034881591797,62.24034881591797,130.43427276611328,191.8109359741211,228.54239654541016,260.4014663696289
2021-11-14,0.0,0.0,0.0,0.0,63.830177307128906,63.830177307128906,132.02410125732422,193.40076446533203,230.1322250366211,261.99129486083984
2021-11-21,0.0,0.0,0.0,0.0,58.3932991027832,58.3932991027832,126.58722305297852,187.96388626098633,224.6953468322754,256.55441665649414
2021-11-28,0.0,0.0,0.0,0.0,61.33338928222656,61.33338928222656,129.52731323242188,190.9039764404297,227.63543701171875,259.4945068359375
2021-12-05,0.0,0.0,0.0,0.0,67.2215805053711,67.2215805053711,135.4155044555664,196.79216766357422,233.52362823486328,265.38269805908203
2021-12-12,0.0,0.0,0.0,0.0,56.262855529785156,56.262855529785156,124.45677947998047,185.83344268798828,222.56490325927734,254.4239730834961
2021-12-19,0.0,0.0,0.0,0.0,65.21697998046875,65.21697998046875,133.41090393066406,194.78756713867188,231.51902770996094,263.3780975341797
2021-12-26,0.0,0.0,0.0,10.542205810546875,78.73612976074219,78.73612976074219,146.9300537109375,208.3067169189453,245.03817749023438,276.8972473144531
